short_name,long_name,age,dob,height_cm,weight_kg,nationality,club
Y. Fukuda,福田 湧矢,20,1999-04-04,173,67,Japan,Gamba Osaka
B. Abdallah,Benrandy Abdallah,20,1999-07-01,176,62,France,ESTAC Troyes
T. Sopacua,Tapmahoe Sopacua,19,2000-05-04,174,70,Netherlands,FC Groningen
T. Amilivia,Thomas Amilivia,20,1998-07-13,178,75,Argentina,Argentinos Juniors
Bruno Bertinato,Bruno Oliveira Bertinato,21,1998-05-31,194,80,Brazil,Venezia FC
D. Rybchinskiy,Dmitriy Rybchinskiy,20,1998-08-19,178,64,Russia,Lokomotiv Moscow
D. Traore,Diedie Traore,20,1999-01-15,183,82,France,LA Galaxy
D. Aguilar,Daniel Aguilar,21,1998-02-06,179,71,Mexico,Club Atlas
A. Mayer,Angelo Mayer,22,1996-09-10,169,66,Germany,Bayern München II
J. Apolinarski,Jakub Apolinarski,20,1999-05-04,176,57,Poland,Raków Częstochowa
S. Lahssaini,Sami Lahssaini,20,1998-09-18,177,72,Belgium,FC Metz
L. Diako,Lassana Diako,20,1998-11-13,183,72,France,Clermont Foot 63
A. Lozano,Adrián Lozano,20,1999-05-08,174,70,Mexico,Santos Laguna
J. Gardiner-Smith,Jacob Gardiner-Smith,21,1997-07-03,181,71,England,Wycombe Wanderers
M. Essimi,Marco Essimi,20,1999-02-18,182,66,Cameroon,Paris FC
A. Gözütok,Anıl Gözütok,18,2000-10-27,177,74,Germany,1. FC Kaiserslautern
R. Allassani,Reise Allassani,23,1996-01-03,169,70,England,Coventry City
D. O'Halloran,Dean O'Halloran,23,1996-01-02,173,69,Republic of Ireland,Waterford FC
G. Poynton,Georgie Poynton,21,1997-09-08,178,75,Republic of Ireland,Waterford FC
J. Ruddy,Jack Ruddy,22,1997-05-18,193,83,Scotland,Ross County FC
J. Jiménez,Juan Jiménez,23,1996-06-20,184,72,Colombia,Envigado FC
K. Hoven,Kristoffer Hoven,22,1996-08-10,193,93,Norway,Kristiansund BK
B. Sabovic,Besard Sabovic,21,1998-01-05,186,77,Sweden,Djurgårdens IF
Du Changjie,杜长杰,21,1997-12-20,179,80,China PR,Henan Jianye FC
L. Fontanesi,Leonardo Fontanesi,23,1996-02-20,181,77,Italy,Sassuolo
E. Kaja,Egli Kaja,21,1997-07-26,177,78,Albania,AFC Wimbledon
L. Thomas,Lewis Thomas,21,1997-09-20,183,70,Wales,Forest Green Rovers
N. Tzanev,Nikola Tzanev,22,1996-12-23,195,72,New Zealand,AFC Wimbledon
N. Hoffmann,Niklas Hoffmann,22,1997-04-09,194,78,Germany,FC St. Pauli
K. Miyazaki,宮崎 幾笑,21,1998-02-17,175,59,Japan,FC Tokyo
S. Sinyan,Sheriff Sinyan,22,1996-07-19,188,80,Gambia,Lillestrøm SK
A. Al Yousif,Abdullah Al Yousif,22,1996-10-29,186,74,Saudi Arabia,Al Fateh
C. Levingston,Conor Levingston,21,1998-01-21,175,74,Republic of Ireland,Bohemian FC
T. Damsgaard,Tobias Damsgaard,21,1998-01-30,185,77,Denmark,Randers FC
A. Majrashi,Abdulaziz Majrashi,23,1996-03-10,165,58,Saudi Arabia,Al Hazem
M. Sprang,Max Sprang,18,2000-07-04,192,79,Germany,FSV Zwickau
D. Reiter,Dominik Reiter,21,1998-01-04,173,73,Austria,LASK Linz
A. Ba Masoud,Ahmed Ba Masoud,23,1995-11-22,177,70,Saudi Arabia,Al Fayha
Yang Shuai,杨帅,22,1997-01-28,180,70,China PR,Chongqing Dangdai Lifan FC SWM Team
S. Rentería,Stiven Rentería,21,1997-10-18,170,65,Colombia,Jaguares de Córdoba
O. Solbakken,Ola Solbakken,20,1998-09-07,186,79,Norway,Ranheim Fotball
C. Manley,Carter Manley,23,1996-04-29,180,77,United States,Minnesota United FC
Zhang Lingfeng,张凌峰,22,1997-02-28,176,70,China PR,Jiangsu Suning FC
K. Fatkić,Kenan Fatkić,21,1997-08-20,186,75,Slovenia,FC Thun
E. Pauchet,Enzo Pauchet,22,1997-03-22,183,68,France,Chamois Niortais Football Club
J. Cobián,José Antonio Cobián,20,1998-09-14,176,70,Mexico,Club Necaxa
J. Vahtera,Joonas Vahtera,23,1996-01-06,176,75,Finland,HJK Helsinki
L. Ríos,Lucas Ríos,21,1998-03-08,172,67,Argentina,Unión de Santa Fe
S. Hostikka,Santeri Hostikka,21,1997-09-30,183,69,Finland,Pogoń Szczecin
E. Holt,Erik Holt,22,1996-09-06,185,84,United States,Real Salt Lake
M. Târșă,Marian Târșă,21,1998-04-16,182,75,Romania,FC Botoşani
D. Quiñones,Daniel Quiñones,20,1999-04-07,168,63,Colombia,América de Cali
B. Kramer,Blaž Kramer,23,1996-06-01,191,87,Slovenia,FC Zürich
L. Kwadwo,Leroy Kwadwo,22,1996-08-15,185,80,Germany,FC Würzburger Kickers
D. Carlson,Dirk Carlson,21,1998-04-01,186,82,Luxembourg,Karlsruher SC
M. Cicconi,Manuel Cicconi,22,1997-06-27,182,78,Italy,Virtus Entella
H. Al Ameri,Haidar Al Ameri,22,1997-05-28,178,66,Saudi Arabia,Al Adalah
T. Rambaud,Thibault Rambaud,22,1997-04-19,192,80,France,Le Mans FC
M. Stefandl,Marco Stefandl,21,1998-02-10,180,77,Germany,Hannover 96
E. Sepil,Erol Hakan Sepil,20,1999-03-15,180,72,Turkey,Göztepe SK
H. Estupiñan,Harold Estupiñan,22,1996-12-22,190,75,Colombia,Jaguares de Córdoba
M. Bonne,Macauley Bonne,23,1995-10-26,180,76,Zimbabwe,Charlton Athletic
D. Borra,Daniele Borra,23,1995-07-28,192,88,Italy,Virtus Entella
R. Donelon,Regan Donelon,23,1996-04-17,171,71,Republic of Ireland,Sligo Rovers
A. Pearce,Adam Pearce,22,1997-01-08,198,90,Australia,Central Coast Mariners
M. Awaji,Mohammed Ahmed Awaji,24,1994-10-22,185,72,Saudi Arabia,Al Shabab
M. Kiilerich,Malte Kiilerich,23,1995-10-16,180,78,Denmark,AC Horsens
D. Kane,Danny Kane,22,1997-04-23,188,73,Republic of Ireland,Sligo Rovers
C. Lewis,Clayton Lewis,22,1997-02-12,173,72,New Zealand,Scunthorpe United
J. McGarry,James McGarry,21,1998-04-09,179,72,New Zealand,Willem II
M. Tokida,常田 克人,21,1997-11-27,187,81,Japan,Vegalta Sendai
Y. Ben El-Mhanni,Yasin Ben El-Mhanni,23,1995-10-26,178,75,England,Scunthorpe United
O. Patrick,Omari Patrick,23,1996-05-24,185,73,England,Bradford City
N. Insfrán,Nelson Federico Insfrán,24,1995-05-24,180,83,Argentina,Gimnasia y Esgrima La Plata
M. Ranmark,Mathias Eriksen Ranmark,23,1995-10-16,194,86,Norway,Molde FK
A. Weidinger,Alexander Weidinger,22,1997-06-18,197,88,Germany, SSV Jahn Regensburg
B. Kavlak,Burak Kavlak,22,1996-07-07,178,65,Turkey,Yeni Malatyaspor
Zhang Huachen,张华晨,21,1998-03-16,175,67,China PR,Shanghai SIPG FC
N. Logue,Niall Logue,23,1995-08-07,193,84,Northern Ireland,Finn Harps
Luo Hao,罗皓,24,1995-01-17,186,79,China PR,Chongqing Dangdai Lifan FC SWM Team
R. Deprem,Rodin Deprem,21,1998-05-23,178,70,Sweden,Örebro SK
J. Hanek,Janis Hanek,20,1999-02-12,179,67,Germany,Karlsruher SC
Fabio,Fabio De Sousa Silva,23,1996-01-13,188,90,Brazil,Örebro SK
J. Rivas,Jesús David Rivas,22,1997-02-06,168,68,Colombia,Rionegro Águilas
G. Szymusik,Grzegorz Szymusik,21,1998-06-04,182,78,Poland,Korona Kielce
Y. Al Harbi,Yousef Al Harbi,22,1997-03-16,170,63,Saudi Arabia,Al Ahli
Zu Pengchao,Pengchao Zu,22,1997-01-11,182,70,China PR,Shenzhen FC
M. Rouzies,Marcos Rouzies,22,1997-05-22,182,72,Argentina,Godoy Cruz
C. Villalba,Carlos Villalba,20,1998-07-19,175,71,Argentina,Club Atlético Talleres
W. Loeper,Wilhelm Loeper,21,1998-03-30,187,75,Sweden,AFC Eskilstuna
R. Takao,髙尾 瑠,22,1996-11-09,181,68,Japan,Gamba Osaka
E. Holten,Emil Holten,22,1996-08-08,195,84,Denmark,Silkeborg IF
A. Al Hejaili,Ayman Al Hejaili,21,1997-07-15,165,60,Saudi Arabia,Damac FC
K. Wallace,Kieran Wallace,24,1995-01-26,186,75,England,Burton Albion
S. Tsveiba,Sandro Tsveiba,25,1993-09-05,183,72,Russia,AFC Eskilstuna
L. Jones,Lloyd Jones,23,1995-10-07,191,78,England,Luton Town
M. Soldo,Marko Soldo,22,1996-09-13,186,86,Austria,Wolfsberger AC
S. Moore,Stuart Moore,24,1994-09-08,187,72,England,Milton Keynes Dons
M. Smith,Martin Smith,23,1995-10-02,178,70,England,Salford City
G. O'Neill,Gary O'Neill,24,1995-01-27,180,76,Republic of Ireland,Shamrock Rovers
H. Al Ruwaili,Hamdan Al Ruwaili,24,1995-03-14,171,62,Saudi Arabia,Al Taawoun
M. Gillesphey,Macaulay Gillesphey,23,1995-11-24,180,70,England,Brisbane Roar
T. Campbell,Tahvon Campbell,22,1997-01-10,185,68,England,Cheltenham Town
R. Broom,Ryan Broom,22,1996-09-04,177,80,Wales,Cheltenham Town
F. Pizzicanella,Franco Pizzicanella,23,1996-05-29,183,84,Argentina,Atlético Tucumán
N. Marfelt,Nicholas Marfelt,24,1994-09-15,187,83,Denmark,SønderjyskE
J. Albrecht,Jan Albrecht,21,1998-04-12,192,89,Germany,SV Wehen Wiesbaden
M. Lenes,Magnus Lenes,23,1996-05-18,192,82,Norway,Ranheim Fotball
M. Ogkmpoe,Marios Ogkmpoe,24,1994-10-10,188,80,Greece,Hamilton Academical FC
E. Dick,Eric Dick,24,1994-10-03,196,93,United States,Sporting Kansas City
D. Sváček,Dominik Sváček,22,1997-02-24,192,87,Czech Republic,Viktoria Plzeň
M. Siby,Mahame Siby,22,1996-07-07,189,81,France,Valenciennes FC
J. Reyes,Josué Reyes,21,1997-12-10,185,70,Mexico,Cruz Azul
W. Sell,William Sell,20,1998-12-20,180,75,Norway,Mjøndalen IF
T. Pedersen,Thore Baardsen Pedersen,22,1996-08-11,184,70,Norway,FK Haugesund
A. Peyrelade,Alexis Peyrelade,22,1997-04-16,178,72,France,Rodez Aveyron Football
M. Al Moqahwi,Mohammed Al Moqahwi,23,1995-12-11,173,70,Saudi Arabia,Al Adalah
A. Roscrow,Adam Roscrow,24,1995-02-17,184,76,Wales,AFC Wimbledon
E. Cuevas,Emanuel Cuevas,22,1997-05-31,178,70,Argentina,Central Córdoba
H. Kavaklıdere,Harun Kavaklıdere,21,1998-03-16,172,68,Turkey,Antalyaspor
S. Tanaka,田中 駿汰,22,1997-05-26,183,75,Japan,Hokkaido Consadole Sapporo
G. Murillo,Guillermo Murillo,23,1995-10-11,180,78,Colombia,Independiente Santa Fe
D. Barnes,Dillon Barnes,23,1996-04-08,193,78,England,Queens Park Rangers
E. Stokes,Eoghan Stokes,23,1996-05-17,172,70,Republic of Ireland,Cork City
G. Smith,Grant Smith,25,1993-11-20,185,86,England,Lincoln City
M. Sætra,Morten Sætra,22,1997-06-18,198,78,Norway,Strømsgodset IF
J. McDonnell,Joe McDonnell,25,1994-05-19,178,63,England,AFC Wimbledon
N. Senzemba,Nicolas Senzemba,23,1996-03-25,180,72,France,FC Sochaux-Montbéliard
J. Maddison,Jonny Maddison,24,1994-09-04,188,74,England,Port Vale
M. Jawhar,Mansour Jawhar,24,1995-03-19,178,64,Saudi Arabia,Abha Club
H. Rodgers,Harvey Rodgers,22,1996-10-20,188,79,England,Accrington Stanley
H. Adamczyk,Hubert Adamczyk,21,1998-02-23,180,70,Poland,Wisła Płock
S. Takahashi,髙橋 壮也,23,1996-02-29,170,65,Japan,AFC Eskilstuna
Gao Huaze,高华泽,21,1997-10-20,178,68,China PR,Hebei China Fortune FC
C. Mosquera,Carlos Mosquera,24,1994-10-19,195,92,Colombia,Deportivo Pasto
S. Mauritz-Hansen,Sindre Mauritz-Hansen,24,1994-10-18,182,78,Norway,Stabæk Fotball
R. Alm,Rasmus Alm,23,1995-08-17,174,70,Sweden,IF Elfsborg
T. Blackmon,Tristan Blackmon,22,1996-08-12,185,81,United States,Los Angeles FC
G. Wild,Gordon Wild,23,1995-10-16,178,77,Germany,DC United
Na Sung Eun,Sung Eun Na,23,1996-04-06,174,63,Korea Republic,Jeonbuk Hyundai Motors
D. Fontani,Dylan Fontani,22,1997-02-13,191,82,France,Chamois Niortais Football Club
P. Sokołowski,Patryk Sokołowski,24,1994-09-25,181,73,Poland,Piast Gliwice
D. Riccardi,Davide Riccardi,23,1996-04-09,188,73,Italy,Lecce
S. Liseth,Sondre Liseth,21,1997-09-30,182,72,Norway,Mjøndalen IF
Maxwell,Emaxwell Souza de Lima,24,1995-02-11,182,68,Brazil,Kalmar FF
M. Geran,Marvin Geran,23,1996-01-01,178,76,France,FC Chambly Oise
O. Chatziterzoglou,Okan Chatziterzoglou,23,1996-03-02,187,79,Greece,Academica Clinceni
J. González,José de Jesus González,20,1998-11-19,182,81,Mexico,Guadalajara
D. James,Denzel James,24,1994-08-23,174,71,Netherlands,Sparta Rotterdam
M. Blakstad,Magnus Blakstad,25,1994-01-18,194,83,Norway,Ranheim Fotball
A. Delgado,Álvaro Delgado,24,1995-05-13,174,66,Chile,Audax Italiano
M. Reinthaler,Max Reinthaler,24,1995-03-22,193,83,Italy,FC Hansa Rostock
R. Swan,Ryan Swan,23,1996-05-13,185,71,Republic of Ireland,Bohemian FC
A. Torres,Antonio Ignacio Torres Carrillo,23,1996-05-23,189,83,Mexico,Guadalajara
Yu In Soo,유인수 禹仁秀,24,1994-12-28,177,69,Korea Republic,FC Tokyo
B. Wright,Brian Wright,24,1995-03-23,184,88,Canada,New England Revolution
R. Åstedt,Robert Åstedt,23,1996-02-02,180,78,Sweden,AFC Eskilstuna
Kim Woo Hong,김우홍 Woo Hong Kim,24,1995-05-11,174,73,Korea Republic,FC Seoul
P. Marie,Paul Marie,24,1995-03-24,173,66,France,San Jose Earthquakes
T. Mizutani,水谷 拓磨,23,1996-04-24,162,62,Japan,Shimizu S-Pulse
Jero Lario,Jerónimo Manuel Lario Martínez,24,1995-02-07,181,73,Spain,UD Almería
B. Zahn,Benedikt Zahn,23,1996-02-24,190,84,Germany,SpVgg Greuther Fürth
M. Paluli,Murat Paluli,24,1994-08-09,175,69,Turkey,Göztepe SK
M. Netolitzky,Michael Netolitzky,25,1994-01-12,191,86,Germany,Bayern München II
C. Mafoumbi,Christoffer Mafoumbi,25,1994-03-03,196,80,Congo,Blackpool
N. Boyle,Nathan Boyle,25,1994-04-14,183,77,Republic of Ireland,Finn Harps
S. Hornby,Sam Hornby,24,1995-02-14,185,80,England,Bradford City
B. Tollitt,Ben Tollitt,24,1994-11-30,182,76,England,Blackpool
K. Ishikawa,石川 慧,26,1992-09-30,185,83,Japan,Sagan Tosu
H. Ghazwani,Hassan Ghazwani,25,1994-05-01,168,62,Saudi Arabia,Ettifaq FC
A. Al Riou,Abdulrahman Khalid Al Rio,25,1994-05-15,189,70,Saudi Arabia,Al Wehda
D. Padilla,Daniel Padilla,25,1993-12-15,176,67,Colombia,La Equidad
A. Klimczak,Adrian Klimczak,21,1997-07-26,183,68,Poland,LKS Lodz
G. Pozos,Guillermo Pozos,26,1992-07-07,180,76,Mexico,Club León
Y. Mizobuchi,Yushi Mizobuchi,24,1994-07-20,172,66,Japan,Matsumoto Yamaga
G. Deac,Gabriel Deac,24,1995-04-26,184,73,Romania,FC Voluntari
C. Fara,Caín Fara,25,1994-03-06,184,78,Argentina,Club Atlético Aldosivi
A. Al Sultan,Ahmed Al Sultan,25,1993-07-21,176,63,Saudi Arabia,Al Adalah
H. Al Dawsari,Hamad Marshad Al Dwsari,25,1994-03-11,173,74,Saudi Arabia,Al Adalah
Feng Gang,冯刚,26,1993-03-06,176,62,China PR,Hebei China Fortune FC
Wu Yizhen,吴毅臻,25,1994-05-26,186,69,China PR,Shanghai Greenland Shenhua FC
Zhang Chenlong,张晨龙,26,1993-04-27,175,65,China PR,Beijing Renhe FC
R. Sharahili,Riyadh Sharahili,26,1993-04-28,185,80,Saudi Arabia,Al Adalah
E. Boyle,Ethan Boyle,22,1997-01-04,180,78,Republic of Ireland,Shamrock Rovers
E. González,Ethan González,26,1992-08-27,180,78,Colombia,La Equidad
J. Ogedi-Uzokwe,Junior Ogedi-Uzokwe,25,1994-03-20,185,76,England,Derry City
M. Staniszewski,Marcin Staniszewski,22,1997-01-14,188,80,Poland,Arka Gdynia
J. Archer,Jordan Archer,25,1993-10-15,190,83,England,Bury
O. Sverrisson,Oskar Sverrisson,26,1992-11-26,185,80,Sweden,BK Häcken
C. Marín,Cristóbal Marín,25,1994-01-17,166,66,Chile,Audax Italiano
Danny Esteves,Danny Esteves,24,1994-07-29,176,78,Portugal,Academica Clinceni
O. Patla,Omesh Patla,26,1992-10-13,167,69,India,India
V. Noring,Viktor Noring,28,1991-02-03,196,90,Sweden,Kalmar FF
A. Al Safri,Abdulrahman Al Safri,26,1993-03-31,177,69,Saudi Arabia,Damac FC
P. Nagarajan,Palkesh Nagarajan,29,1989-10-12,189,87,India,India
G. Andronic,Gheorghe Andronic,27,1991-09-25,172,63,Moldova,Astra Giurgiu
M. Awadh,Mohannad Awadh,27,1992-05-27,168,68,Saudi Arabia,Al Fayha
K. Chvedukas,Karolis Chvedukas,28,1991-04-21,174,69,Lithuania,Waterford FC
O. Thychosen,Oliver Thychosen,26,1993-01-17,184,81,Denmark,Hobro IK
Chang Feiya,常飞亚,26,1993-02-03,180,65,China PR,Wuhan Zall
Li Shenglong,李圣龙,26,1992-07-30,181,75,China PR,Shanghai SIPG FC
Han Xuan,韩轩,28,1991-02-02,193,85,China PR,Henan Jianye FC
R. Salcedo,Roberto Alejandro Salcedo Reynoso,27,1991-12-19,183,79,Mexico,Atlético de San Luis
N. Geertsen,Nicolai Geertsen,28,1991-06-19,185,86,Denmark,Lyngby BK
Wilson Carvalho,Wilson Roberto Bento De Carvalho,25,1993-07-04,183,77,Portugal,Accrington Stanley
K. Ellison,Kevin Ellison,40,1979-02-23,180,76,England,Morecambe
S. Farelli,Simone Farelli,36,1983-02-19,186,82,Italy,Pescara
D. Pender,Derek Pender,34,1984-10-02,177,75,Republic of Ireland,Bohemian FC
B. Murphy,Barry Murphy,34,1985-06-08,179,75,Republic of Ireland,St. Patrick's Athletic
K. Cowan,Keith Cowan,33,1985-08-23,188,86,Republic of Ireland,Finn Harps
P. Edwards,Phil Edwards,33,1985-11-08,173,71,England,Accrington Stanley
L. Héloïse,Laurent Héloïse,34,1985-05-13,183,76,France,FC Chambly Oise
Li Benjian,李本建,33,1986-03-05,179,73,China PR,Henan Jianye FC
Zhang Chong,张翀,31,1987-11-25,190,81,China PR,Dalian YiFang FC
Han Feng,韩锋,35,1983-12-05,187,69,China PR,Guangzhou R&F FC
Geng Xiaofeng,耿晓锋,31,1987-10-15,192,78,China PR,Hebei China Fortune FC
Ryang Yong Gi,Yong Gi Ryang,37,1982-01-07,173,72,Korea DPR,Vegalta Sendai
K. Miljević,Kristijan Miljević,26,1992-07-15,180,75,Serbia,AFC Eskilstuna
J. Carroll,Jake Carroll,27,1991-08-11,183,78,Republic of Ireland,Motherwell
A. Buxton,Adam Buxton,27,1992-05-12,185,81,England,Morecambe
Lee Kwang Jin,이광진 Kwang Jin Lee,27,1991-07-23,179,66,Korea Republic,Gyeongnam FC
M. Özen,Mahmut Özen,30,1988-09-01,178,77,Sweden,Falkenbergs FF
A. Al Yousef,Abdullah Al Yousef,29,1989-09-16,176,67,Saudi Arabia,Al Adalah
K. Juraszek,Kamil Juraszek,28,1991-03-26,187,80,Poland,LKS Lodz
L. Italiano,Lewis Italiano,28,1990-12-10,189,83,Australia,Newcastle Jets
Lü Peng,吕鹏,29,1989-10-28,182,76,China PR,Beijing Sinobo Guoan FC
Dong Chunyu,Chunyu Dong,28,1991-03-25,187,81,China PR,Wuhan Zall
F. Melivilo,Facundo Emmanuel Melivillo,26,1992-08-12,185,79,Argentina,Central Córdoba
Du Wenyang,杜文洋,29,1990-01-28,182,75,China PR,Beijing Renhe FC
D. Ogawa,小川 大貴,27,1991-10-16,172,73,Japan,Júbilo Iwata
Y. Fujita,藤田 義明,36,1983-01-12,180,76,Japan,Júbilo Iwata
P. Silfwer,Pontus Silfwer,27,1991-08-14,173,68,Sweden,Mjøndalen IF
M. Nottingham,Michael Nottingham,30,1989-04-14,193,88,St Kitts Nevis,Blackpool
Wang Weilong,Weilong Wang,31,1988-02-24,186,80,China PR,Shenzhen FC
Wang Kai,Kai Wang,30,1989-01-18,182,72,China PR,Wuhan Zall
B. Trowley,Ben Trowley,33,1985-12-20,186,85,England,Bury
S. Tillmanson,Sam Tillmanson,31,1987-07-14,175,68,England,Bury
H. Crookside,Harry Crookside,28,1990-10-12,185,79,England,Bury
J. Popelard,John Popelard,33,1985-11-24,182,74,France,FC Chambly Oise
J. Holúbek,Jakub Holúbek,28,1991-01-12,181,77,Slovakia,Piast Gliwice
Y. Radionov,Yevhen Radionov,29,1990-03-06,186,73,Ukraine,LKS Lodz
D. Bartl,Daniel Bartl,29,1989-07-05,181,74,Czech Republic,Raków Częstochowa
S. Hazzam,Saeed Hazzam,29,1990-06-23,170,66,Saudi Arabia,Damac FC
T. Agarwal,Taranjot Agarwal,33,1986-02-15,173,68,India,India
A. Varkay,Amanpreet Varkay,33,1985-08-18,179,71,India,India
C. Palan,Chapal Palan,28,1991-06-20,181,69,India,India
M. Al Sahli,Mohammed Al Sahli,27,1992-06-03,175,70,Saudi Arabia,Al Raed
H. Ivanov,Hristo Ivanov,37,1982-04-06,176,65,Bulgaria,Bulgaria
J. Rowland,James Rowland,17,2001-12-03,165,65,England,Shrewsbury
M. Daramy,Mohamed Daramy,17,2002-01-07,180,71,Sierra Leone,FC København
L. Stergiou,Leonidas Stergiou,17,2002-03-03,180,70,Switzerland,FC St. Gallen
J. Gelhardt,Joseph Gelhardt,17,2002-05-04,175,70,England,Wigan Athletic
R. Schofield,Ryan Schofield,19,1999-12-11,190,70,England,Huddersfield Town
D. Spence,Djed Spence,18,2000-08-09,184,71,England,Middlesbrough
S. Giménez,Santiago Giménez,18,2001-04-18,182,69,Mexico,Cruz Azul
E. Ceide,Emil Konradsen Ceide,17,2001-09-03,175,70,Norway,Rosenborg BK
J. Weir,Jensen Weir,17,2002-01-31,178,70,England,Wigan Athletic
D. Szot,Dawid Szot,18,2001-04-29,183,75,Poland,Wisła Kraków
R. Nizet,Rob Nizet,17,2002-04-14,183,66,Belgium,Norwich City
T. Dele-Bashiru,Tom Dele-Bashiru,19,1999-09-17,179,68,Nigeria,Watford
L. Ashby-Hammond,Luca Ashby-Hammond,18,2001-03-25,185,76,England,Fulham
F. Godoy,Franco Lionel Godoy,19,2000-06-28,185,79,Argentina,Unión de Santa Fe
I. Sauter,Ilan Sauter,18,2001-02-06,183,79,Switzerland,FC Zürich
C. Terán,Carlos Terán,18,2000-09-24,188,78,Colombia,Envigado FC
S. Moreno,Santiago Moreno,19,2000-04-21,180,73,Colombia,América de Cali
J. Bowler,Josh Bowler,20,1999-03-05,175,70,England,Hull City
J. Kitolano,Joshua Gaston Kitolano,17,2001-08-03,168,60,Norway,Odds BK
R. Burton,Robbie Burton,19,1999-12-26,170,65,Wales,Arsenal
J. Steiger,Joshua Steiger,18,2001-04-06,185,72,Austria,Wolfsberger AC
S. Väänänen,Santeri Väänänen,17,2002-01-01,175,68,Finland,HJK Helsinki
Kim Tae Hwan,김태환 Tae Hwan Kim,19,2000-03-25,179,73,Korea Republic,Suwon Samsung Bluewings
S. Kokovas,Stelios Kokovas,17,2001-07-06,186,80,Greece,VfL Bochum 1848
J. Gómez,Jesús Gómez,17,2002-01-31,183,72,Mexico,Club Atlas
M. Johnsen,Mikael Tørset Johnsen,18,2000-07-04,175,65,Norway,Rosenborg BK
J. Neufville,Josh Neufville,19,2000-06-15,183,74,England,Luton Town
R. Ruiz,Ramiro Ruiz,19,2000-03-21,182,75,Argentina,Atlético Tucumán
L. Mack,Luca Mack,19,2000-05-25,186,76,Germany,VfB Stuttgart
D. Nemeth,David Nemeth,18,2001-03-18,191,82,Austria,SV Mattersburg
T. Bakinson,Tyreeq Bakinson,20,1998-10-10,191,82,England,Bristol City
J. Sbarra,Joe Sbarra,20,1998-12-21,168,70,England,Burton Albion
J. McAtee,John McAtee,19,1999-07-23,180,75,England,Scunthorpe United
L. Kunga,Lagos Kunga,20,1998-10-20,173,68,United States,Atlanta United
H. Brockbank,Harry Brockbank,20,1998-09-26,180,73,England,Bolton Wanderers
M. Napa,Malachi Napa,20,1999-05-26,168,65,England,Oxford United
M. Collins,Michael Collins,18,2000-09-22,185,75,Republic of Ireland,Sunderland
J. Funke,Jan-Lukas Funke,19,1999-07-20,180,77,Germany,Viktoria Köln
M. Prinz,Marian Prinz,19,2000-02-07,192,80,Germany,SC Preußen Münster
A. Bates,Alfie Bates,18,2001-05-03,173,64,England,Walsall
G. Dietsch,Guillaume Dietsch,18,2001-04-17,184,74,France,FC Metz
C. Blanco,Cristian Blanco,20,1999-01-29,173,69,Colombia,Atlético Nacional
I. Powell,Izaack Powell,17,2002-02-12,173,70,Australia,Brisbane Roar
J. Knowles,Jimmy Knowles,17,2002-01-25,182,70,England,Mansfield Town
R. Harker,Robert Harker,19,2000-03-06,181,80,England,Burnley
B. Lasme,Bryan Lasme,20,1998-11-14,192,90,France,FC Sochaux-Montbéliard
L. Maloney,Lennard Maloney,19,1999-10-08,187,89,Germany,1. FC Union Berlin
J. Lindstrøm,Jesper Lindstrøm,19,2000-02-29,181,69,Denmark,Brøndby IF
J. Truque,Jeison Truque,20,1999-04-23,177,67,Colombia,Once Caldas
S. Van Dessel,Stan Van Dessel,17,2001-07-24,162,60,Belgium,Sint-Truidense VV
E. Del Prato,Enrico Del Prato,19,1999-11-10,183,74,Italy,Livorno
J. Bedeau,Jacob Bedeau,19,1999-12-24,182,78,England,Scunthorpe United
H. Al Geed,Hassan Al Geed,21,1998-04-13,165,60,Saudi Arabia,Al Shabab
D. Duncan,Dylan Duncan,20,1999-01-25,173,75,England,Queens Park Rangers
L. Burgess,Luke Burgess,20,1999-03-03,178,70,England,Wigan Athletic
A. Manzur,Agustín Manzur,18,2000-09-29,169,65,Argentina,Godoy Cruz
B. Maguire,Barry Maguire,21,1998-04-27,189,77,Scotland,Motherwell
C. Gutiérrez,Carlos Gutiérrez,20,1999-02-05,177,73,Mexico,Atlético de San Luis
T. Koch,Tobias Koch,18,2001-04-06,180,74,Austria,SK Sturm Graz
K. Castañeda,Kevin Castañeda,19,1999-10-28,171,73,Mexico,Deportivo Toluca
O. Yaman,Osman Yaman,19,1999-09-07,177,66,Turkey,Sivasspor
H. Tombakti,Hassan Tombakti,20,1999-02-09,178,74,Saudi Arabia,Al Shabab
S. Jamieson,Sam Jamieson,20,1999-03-14,180,71,Scotland,St. Mirren
